Internal ID;Name;PE  Rubro Estado Finan. Codigo;PE Rubro Estado Finan. Catalogo;PE Rubro Estado Finan. Reporte;PE Rubro Estado Finan. Totalizador;PE Rubro Estado Finan. Sub Codigos
459;Deterioro de activos intangibles;2F2715;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;9;F;
460;Deterioro de inmuebles, mobiliario y equipo;2F2714;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;9;F;
461;Deterioro de inversiones;2F2713;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;9;F;
462;"Deterioro de inversiones financieras  e inmuebles; inmuebles, muebles y equipos";3,00E+114;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
463;Deudas a largo plazo;1A0401;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);10;F;
464;Devolucion de Encaje;3A0235;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
465;Diferencia de Cambio  por Conversion de Operaciones en el Extranjero;2223;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;9;F;
466;Diferencia de Cambio  por Conversion de Operaciones en el Extranjero;5G0105;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
467;Diferencia de Cambio  por Conversion de Operaciones en el Extranjero;5G0204;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
468;Diferencia de Cambio  por Conversion de Operaciones en el Extranjero;5D0105;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
469;Diferencia de Cambio  por Conversion de Operaciones en el Extranjero;5D0204;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
470;Diferencia de cambio  por conversion de operaciones en el extranjero;5,00E+102;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
471;Diferencia de cambio  por conversion de operaciones en el extranjero;5,00E+202;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
472;Diferencia de cambio  por conversion de operaciones en el extranjero;5F0102;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
473;Diferencia de cambio  por conversion de operaciones en el extranjero;5F0202;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
474;Diferencia de Cambio  por Conversion de Operaciones en el Extranjero;2201;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;9;F;
475;Diferencia entre el importe en libros de los activos distribuidos y el importe en libros del dividendo a pagar;2G0413;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;9;F;
476;Diferencia entre el importe en libros de los activos distribuidos y el importe en libros del dividendo a pagar;3G0634;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
477;Diferencia entre el importe en libros de los activos distribuidos y el importe en libros del dividendo a pagar;2D0413;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;9;F;
478;Diferencia entre el importe en libros de los activos distribuidos y el importe en libros del dividendo a pagar;3D0634;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
479;Diferencias de Cambio neto;2G0410;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;9;F;
480;Diferencias de Cambio neto;2093;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;9;F;
481;Diferencias de Cambio neto;2D0410;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;9;F;
482;Diferencias de Conversion;1C0709;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
483;Diluida por Accion de Inversion en Operaciones Continuadas;2G0908;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;9;F;
484;Diluida por Accion de Inversion en Operaciones Discontinuadas;2G0914;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;9;F;
485;Diluida por accion ordinaria en operaciones continuadas;2G0907;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;9;F;
486;Diluida por accion ordinaria en operaciones discontinuadas;2G0913;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;9;F;
487;Disminucion (Incremento) por otras Distribuciones a los Propietarios;4G0134;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
488;Disminucion (Incremento) por otras Distribuciones a los Propietarios;4G0234;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
489;Disminucion (Incremento) por otras Distribuciones a los Propietarios;4D0234;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
490;Disminucion (incremento) por otras distribuciones a los propietarios;3310;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
491;Disminucion (Incremento) por otras Distribuciones a los Propietarios;4D0134;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
492;Disponible;2F0208;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;9;F;
493;DISPONIBLE;1F0101;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;10;F;
494;Disponibles para la Venta;1,00E+116;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;10;F;
495;Disponibles para la Venta;1,00E+215;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;10;F;
496;Disponibles para la venta;3F0420;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
497;Distribuciones o Asignaciones a reservas de utilidades efectuadas en el periodo;4C0203;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
498;Distribuciones o Asignaciones a reservas de utilidades efectuadas en el periodo;4C0103;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
499;Dividendos;3C0211;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
500;Dividendos (no incluidos en la Actividad de Inversion);3C0111;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
501;Dividendos declarados y Participaciones acordados durante el periodo;4C0104;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
502;Dividendos declarados y Participaciones acordados durante el periodo;4C0204;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
503;Dividendos en Acciones;1C1304;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
504;Dividendos en efectivo declarados;4A0204;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
505;Dividendos en Efectivo Declarados;4G0104;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
506;Dividendos en Efectivo Declarados;4G0204;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
507;Dividendos en efectivo declarados;4,00E+204;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
508;Dividendos en efectivo declarados;4F0204;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
509;Dividendos en Efectivo Declarados;4D0204;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
510;Dividendos en efectivo declarados;3218;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
511;Dividendos en efectivo declarados;4A0104;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
512;Dividendos en Efectivo Declarados;4D0104;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
513;Dividendos en efectivo declarados;4F0104;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
514;Dividendos en efectivo declarados;4,00E+104;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
515;Dividendos Pagados;3C0305;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
516;Dividendos pagados;3G0305;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
517;Dividendos pagados;3G0305;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
518;Dividendos pagados;4553;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
519;Dividendos pagados;4553;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
520;Dividendos pagados;3F0808;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
521;Dividendos pagados;3E0512;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
522;Dividendos pagados;3D0305;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
523;Dividendos pagados;3D0305;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
524;Dividendos pagados (no incluidos en la Actividad de Financiacion);3D0116;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
525;Dividendos pagados (no incluidos en la Actividad de Financiacion);3G0116;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
526;Dividendos pagados(no incluidos en la Actividad de Financiacion);3G0116;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
527;Dividendos pagados(no incluidos en la Actividad de Financiacion);3D0116;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
528;Dividendos por pagar;1A0312;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);10;F;
529;Dividendos Recibidos;3G0211;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
530;Dividendos recibidos;4540;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
531;Dividendos recibidos;4540;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
532;Dividendos recibidos;3E0432;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
533;Dividendos Recibidos;3D0211;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
534;Dividendos Recibidos;3D0211;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
535;Dividendos Recibidos;3G0211;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
536;Dividendos Recibidos (no incluidos en la Actividad de Inversion);3D0111;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
537;Dividendos Recibidos (no incluidos en la Actividad de Inversion);3D0111;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
538;Dividendos Recibidos (no incluidos en la Actividad de Inversion);3G0111;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
539;Dividendos Recibidos (no incluidos en la Actividad de Inversion);3G0111;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
540;Dividendos y otras Distribuciones;3A0305;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
541;Efectivo neto  proveniente de las Actividades de Inversion;3E0408;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
542;Efectivo y Equivalente al Efectivo al Finalizar el Ejercicio;3D04ST;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;T;Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo, antes de las Variaciones en las Tasas de Cambio|Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo|Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo|Efectivo y Equivalente al Efectivo al Inicio del Ejercicio
543;Efectivo y Equivalente al Efectivo al Finalizar el Ejercicio;3G04ST;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;T;Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo, antes de las Variaciones en las Tasas de Cambio|Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo|Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo|Efectivo y Equivalente al Efectivo al Inicio del Ejercicio
544;Efectivo y Equivalente al Efectivo al Finalizar el Ejercicio;3G04ST;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;T;Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo, antes de las Variaciones en las Tasas de Cambio|Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo|Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo|Efectivo y Equivalente al Efectivo al Inicio del Ejercicio
545;Efectivo y Equivalente al Efectivo al Finalizar el Ejercicio;3D04ST;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;T;Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo, antes de las Variaciones en las Tasas de Cambio|Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo|Aumento (Disminucion) Neto de Efectivo y Equivalente al Efectivo|Efectivo y Equivalente al Efectivo al Inicio del Ejercicio
546;Efectivo y Equivalente al Efectivo al Inicio del Ejercicio;3G0402;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
547;Efectivo y Equivalente al Efectivo al Inicio del Ejercicio;3D0402;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
548;Efectivo y Equivalente al Efectivo al Inicio del Ejercicio;3G0402;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
549;Efectivo y Equivalente al Efectivo al Inicio del Ejercicio;3D0402;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
550;Efectivo y Equivalente de Efectivo;1,00E+101;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;10;F;
551;Efectivo y equivalente de efectivo proveniente de las actividades de operacion;3,00E+301;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
552;Efectivo y Equivalentes al Efectivo;1D0109;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;10;F;
553;Efectivo y Equivalentes al Efectivo;1G0109;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;10;F;
554;Efectivo y equivalentes al efectivo al finalizar el periodo;3F1201;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
555;Efectivo y equivalentes al efectivo al inicio del periodo;3F1101;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
556;Efectivo y equivalentes al efectivo al principio del periodo;4562;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
557;Efectivo y equivalentes al efectivo al principio del periodo;4562;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
558;Efectivo y Equivalentes de efectivo;1C0109;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
559;Efectivo y Equivalentes de Efectivo;1010;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;10;F;
560;Efectivo y Equivalentes de efectivo;1A0109;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);10;F;
561;Efecto acumulado de Cambios en Politicas Contables y Correccion de Errores;4C0102;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
562;Efecto acumulado de Cambios en Politicas Contables y Correccion de Errores;4C0202;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
563;Efecto de las Diferencias de Cambio del Efectivo y Equivalente de Efectivo;3C0404;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
564;Efecto de las variaciones en el tipo de cambio en el efectivo y equivalente de efectivo;3E0604;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
565;Efectos de la variacion en la tasa de cambio sobre el efectivo y equivalentes al efectivo;4560;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
566;Efectos de la variacion en la tasa de cambio sobre el efectivo y equivalentes al efectivo;4560;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
567;Efectos de las variaciones en el tipo de cambio en el efectivo y equivalente de efectivo;3F1003;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
568;Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo;3D0404;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
569;Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo;3D0404;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
570;Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo;3G0404;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
571;Efectos de las Variaciones en las Tasas de Cambio sobre el Efectivo y Equivalentes al Efectivo;3G0404;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
572;Elaboracion o adquisicion de activos para arrendar y otros mantenidos para la venta;3G0119;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
573;Elaboracion o adquisicion de activos para arrendar y otros mantenidos para la venta;3D0119;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
574;Emisiones;1C1301;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
575;Emision (reduccion) de patrimonio;4G0205;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
576;Emision (reduccion) de patrimonio;4D0105;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
577;Emision (reduccion) de patrimonio;4G0105;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
578;Emision (reduccion) de patrimonio;4D0205;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
579;Emision de  Otros Instrumentos de Patrimonio;3D0328;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
580;Emision de  Otros Instrumentos de Patrimonio;3G0328;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
581;Emision de  Otros Instrumentos de Patrimonio;3G0328;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
582;Emision de  Otros Instrumentos de Patrimonio;3D0328;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
583;Emision de Acciones;3G0327;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
584;Emision de Acciones;3D0327;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
585;Emision de Acciones;3217;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
586;Emision de Acciones;3D0327;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
587;Emision de Acciones;3G0327;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
588;Emision de acciones  de Capital (distinto a combinacion de negocios);4,00E+237;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
589;Emision de acciones  de Capital (distinto a combinacion de negocios);4A0105;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
590;Emision de acciones  de Capital (distinto a combinacion de negocios);4,00E+137;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
591;Emision de acciones  de Capital (distinto a combinacion de negocios);4F0237;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
592;Emision de acciones  de Capital (distinto a combinacion de negocios);4F0137;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
593;Emision de acciones  de Capital (distinto a combinacion de negocios);4A0205;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
594;Emision de Acciones o Nuevos Aportes;3A0301;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
595;Emision de Acciones o Nuevos Aportes;3C0301;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
596;Emision de instrumentos de patrimonio;3E0510;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
597;Emision y aceptacion de Obligaciones Financieras;3C0308;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
598;Encaje legal;1A0219;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);10;F;
599;Encaje Legal;5A0213;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
600;Encaje Legal;5A0113;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
601;Entrada  por venta de intangibles e inmuebles,  mobiliario y equipos;3F0624;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
602;Entrada de instrumento de deuda mantenidos hasta el vencimiento;3F0626;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
603;Entrada por emision de instrumentos de patrimonio;3F0804;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
604;Entrada por la emision de pasivos financieros subordinados;3F0815;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
605;Entrada por venta de participaciones;3F0622;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
606;Entregas a Rendir Cuenta;1C1105;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
607;Entregas por Cuenta de Emisores;1C1203;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
608;Existencias (neto);1C0209;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
609;Existencias (neto);1C0106;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
610;FIDEICOMISOS, COMISIONES DE CONFIANZA DEUDORAS Y CUENTAS POR CONTRA ACREEDORAS DE FIDEICOMISOS;1F3404;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;10;F;
611;Flujo de efectivo netos de  actividades de financiamiento;3E0507;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
612;FLUJOS DE EFECTIVO  NETO DE ACTIVIDADES DE INVERSIîN;3F0701;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
613;FLUJOS DE EFECTIVO  NETO DE ACTIVIDADES DE OPERACIîN;3F0501;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
614;FLUJOS DE EFECTIVO NETO  ACTIVIDADES DE FINANCIAMIENTO;3F0901;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
615;Flujos de efectivo y equivalente al efectivo despues de ajustes y variaciones neta en activos y pasivos;3F0422;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
